Item Name/Number,Purchase Price,Vendor Purchase Price,NEW OP,Minimum Quantity
Apollo HE-1111,54,54,66.96,2
Apollo HE-1110,54,54,66.96,2
Apollo HE-1109,54,54,66.96,2
Apollo HE-1108,54,54,66.96,2
Apollo HE-1107,54,54,66.96,2
Apollo HE-1106,54,54,66.96,2
Apollo HE-1104,54,54,66.96,2
Apollo HE-1103,54,54,66.96,2
Apollo HE-1102,54,54,66.96,2
Apollo HE-1101,54,54,66.96,2
Apollo HE-1100,54,54,66.96,2
Apollo HE-1099,54,54,66.96,2
Apollo HE-1098,54,54,66.96,2
Apollo HE-1096,54,54,66.96,2
Apollo HE-1095,54,54,66.96,2
Apollo HE-1094,54,54,66.96,2
Apollo HE-1093,54,54,66.96,2
Apollo HE-1092,54,54,66.96,2
Apollo HE-1091,54,54,66.96,2
Apollo HE-1090,54,54,66.96,2
Apollo HE-1089,54,54,66.96,2
Apollo HE-1088,54,54,66.96,2
Apollo HE-1087,54,54,66.96,2
Apollo HE-1086,54,54,66.96,2
Apollo HE-1085,54,54,66.96,2
Apollo HE-1084,54,54,66.96,2
Apollo HE-1083,54,54,66.96,2
Apollo HE-1082,54,54,66.96,2
Apollo HE-1081,54,54,66.96,2
Apollo HE-1080,54,54,66.96,2
Apollo HE-1079,54,54,66.96,2
Apollo HE-1077,54,54,66.96,2
Apollo HE-1076,54,54,66.96,2
Apollo HE-1075,54,54,66.96,2
Apollo HE-1074,54,54,66.96,2
Apollo HE-1072,54,54,66.96,2
Apollo HE-1071,54,54,66.96,2
Apollo HE-1070,54,54,66.96,2
Apollo HE-1069,54,54,66.96,2
Apollo HE-1068,54,54,66.96,2
Apollo HE-1067,54,54,66.96,2
Apollo HE-1066,54,54,66.96,2
Apollo HE-1065,54,54,66.96,2
Apollo HE-1063,54,54,66.96,2
Apollo HE-1062,54,54,66.96,2
Apollo HE-1061,54,54,66.96,2
Apollo HE-1060,54,54,66.96,2
Apollo HE-1059,54,54,66.96,2
Apollo HE-1058,54,54,66.96,2
Apollo HE-1057,54,54,66.96,2
Apollo HE-1056,54,54,66.96,2
Apollo HE-1055,54,54,66.96,2
Apollo HE-1054,54,54,66.96,2
Apollo HE-1053,54,54,66.96,2
Apollo HE-1052,54,54,66.96,2
Apollo HE-1051,54,54,66.96,2
Apollo HE-1050,54,54,66.96,2
Apollo HE-1049,54,54,66.96,2
Apollo HE-1048,54,54,66.96,2
Apollo HE-1047,54,54,66.96,2
Apollo HE-1046,54,54,66.96,2
Apollo HE-1045,54,54,66.96,2
Apollo HE-1044,54,54,66.96,2
Apollo HE-1043,54,54,66.96,2
Apollo HE-1042,54,54,66.96,2
Apollo HE-1041,54,54,66.96,2
Apollo HE-1040,54,54,66.96,2
Apollo HE-1039,54,54,66.96,2
Apollo HE-1038,54,54,66.96,2
Apollo HE-1037,54,54,66.96,2
Apollo HE-1036,54,54,66.96,2
Apollo HE-1035,54,54,66.96,2
Apollo HE-1034,54,54,66.96,2
Apollo HE-1033,54,54,66.96,2
Apollo HE-1032,54,54,66.96,2
Apollo HE-1031,54,54,66.96,2
Apollo HE-1030,54,54,66.96,2
Apollo HE-1029,54,54,66.96,2
Apollo HE-1028,54,54,66.96,2
Apollo HE-1027,54,54,66.96,2
Apollo HE-1026,54,54,66.96,2
Apollo HE-1025,54,54,66.96,2
Apollo HE-1024,54,54,66.96,2
Apollo HE-1022,54,54,66.96,2
Apollo HE-1021,54,54,66.96,2
Apollo HE-1020,54,54,66.96,2
Apollo HE-1019,54,54,66.96,2
Apollo HE-1018,54,54,66.96,2
Apollo HE-1017,54,54,66.96,2
Apollo HE-1016,54,54,66.96,2
Apollo HE-1015,54,54,66.96,2
Apollo HE-1014,54,54,66.96,2
Apollo HE-1013,54,54,66.96,2
Apollo HE-1012,54,54,66.96,2
Apollo HE-1011,54,54,66.96,2
Apollo HE-1010,54,54,66.96,2
Apollo HE-1009,54,54,66.96,2
Apollo HE-1008,54,54,66.96,2
Apollo HE-1007,54,54,66.96,2
Apollo HE-1006,54,54,66.96,2
Apollo HE-1005,54,54,66.96,2
Apollo HE-1004,54,54,66.96,2
Apollo HE-1003,54,54,66.96,2
Apollo HE-1002,54,54,66.96,2
Apollo C1-4036,54,54,66.96,2
Apollo C1-4035,54,54,66.96,2
Apollo C1-4034,54,54,66.96,2
Apollo C1-4033,54,54,66.96,2
Apollo C1-2474,54,54,66.96,2
Apollo C1-2473,54,54,66.96,2
Apollo C1-2472,54,54,66.96,2
Apollo C1-2469,54,54,66.96,2
Apollo C1-2420,54,54,66.96,2
Apollo C1-2271,54,54,66.96,2
Apollo C1-2264,54,54,66.96,2
Apollo C1-2263,54,54,66.96,2
Apollo C1-2246,54,54,66.96,2
Apollo C1-2230,54,54,66.96,2
Apollo C1-2229,54,54,66.96,2
Apollo C1-2191,54,54,66.96,2
Apollo C1-1317,54,54,66.96,2
Apollo C1-1065,54,54,66.96,2
Apollo C1-1064,54,54,66.96,2
Apollo C1-1062,54,54,66.96,2
Apollo C1-1061,54,54,66.96,2
Apollo C1-1044,54,54,66.96,2
Apollo C1-1026,54,54,66.96,2
Apollo C1-1019,54,54,66.96,2
Apollo C1-1007,54,54,66.96,2
Apollo C1-1006,54,54,66.96,2
Apollo C1-0999,54,54,66.96,2
Apollo C1-0082,54,54,66.96,2
Apollo C1-0081,54,54,66.96,2
Apollo C1-0080,54,54,66.96,2
Apollo C1-0079,54,54,66.96,2
Apollo C1-0078,54,54,66.96,2
Apollo C1-0077,54,54,66.96,2
Apollo C1-0076,54,54,66.96,2
Apollo C1-0075,54,54,66.96,2
Apollo C1-0073,54,54,66.96,2
Apollo C1-0072,54,54,66.96,2
Apollo C1-0071,54,54,66.96,2
Apollo C1-0070,54,54,66.96,2
Apollo C1-0069,54,54,66.96,2
Apollo C1-0068,54,54,66.96,2
Apollo C1-0067,54,54,66.96,2
Apollo C1-0044,54,54,66.96,2
Apollo C1-0016,54,54,66.96,2
Apollo C1-0015,54,54,66.96,2
Apollo C1-0014,54,54,66.96,2
Apollo C1-0013,54,54,66.96,2
Apollo C1-0012,54,54,66.96,2
Apollo C1-0011,54,54,66.96,2
Apollo C1-0010,54,54,66.96,2
Apollo C1-0009,54,54,66.96,2
Apollo C1-0008,54,54,66.96,2
Apollo C1-0007,54,54,66.96,2
Apollo C1-0006,54,54,66.96,2
Apollo C1-0005,54,54,66.96,2
Apollo C1-0004,54,54,66.96,2
Apollo C1-0003,54,54,66.96,2
Apollo C1-0002,54,54,66.96,2
Apollo C1-0001,54,54,66.96,2
Apollo PG-SR2287,43,43,53.32,2
Apollo PG-SR2127,43,43,53.32,2
Apollo PG-SR2117,43,43,53.32,2
Apollo PG-SR1325,43,43,53.32,2
Apollo PG-SR1223,43,43,53.32,2
Apollo PG-SR1215,43,43,53.32,2
Apollo PG-SR1205,43,43,53.32,2
Apollo PG-SR1135,43,43,53.32,2
Apollo PG-SR1126,43,43,53.32,2
Apollo PG-SR1112,43,43,53.32,2
Apollo PG-SR1107,43,43,53.32,2
Apollo PG-SR1032,43,43,53.32,2
Apollo PG-SR1020,43,43,53.32,2
Apollo PG-SR1009,43,43,53.32,2
Apollo PG-SR1000,43,43,53.32,2
Apollo PG-SR0233,43,43,53.32,2
Apollo PG-SR0215,43,43,53.32,2
Apollo PG-SR0209,43,43,53.32,2
Apollo PG-SR0178,43,43,53.32,2
Apollo PG-SR0160,43,43,53.32,2
Apollo PG-SR0144,43,43,53.32,2
Apollo PG-SR0140,43,43,53.32,2
Apollo PG-SR0139,43,43,53.32,2
Apollo PG-SR0109,43,43,53.32,2
Apollo PG-SR0097,43,43,53.32,2
Apollo PG-SR0093,43,43,53.32,2
Apollo PG-SR0092,43,43,53.32,2
Apollo PG-SR0088,43,43,53.32,2
Apollo PG-SR0086,43,43,53.32,2
Apollo PG-SR0081,43,43,53.32,2
Apollo PG-SR0073,43,43,53.32,2
Apollo PG-SR0072,43,43,53.32,2
Apollo PG-SR0071,43,43,53.32,2
Apollo PG-SR0070,43,43,53.32,2
Apollo PG-SR0066,43,43,53.32,2
Apollo PG-SR0063,43,43,53.32,2
Apollo PG-SR0062,43,43,53.32,2
Apollo PG-SR0061,43,43,53.32,2
Apollo PG-SR0059,43,43,53.32,2
Apollo PG-SR0055,43,43,53.32,2
Apollo PG-SR0046,43,43,53.32,2
Apollo PG-SR0034,43,43,53.32,2
Apollo PG-SR0023,43,43,53.32,2
Apollo PG-SR0002,43,43,53.32,2
Apollo PG-MEDS8048,43,43,53.32,2
Apollo PG-MEDS8047,43,43,53.32,2
Apollo PG-MEDS8046,43,43,53.32,2
Apollo PG-MEDS8045,43,43,53.32,2
Apollo PG-MEDS8044,43,43,53.32,2
Apollo PG-MEDS8043,43,43,53.32,2
Apollo PG-MEDS8042,43,43,53.32,2
Apollo PG-MEDS8041,43,43,53.32,2
Apollo PG-MEDS8040,43,43,53.32,2
Apollo PG-MEDS8039,43,43,53.32,2
Apollo PG-MEDS8038,43,43,53.32,2
Apollo PG-MEDS8037,43,43,53.32,2
Apollo PG-MEDS8036,43,43,53.32,2
Apollo PG-MEDS8035,43,43,53.32,2
Apollo PG-MEDS8034,43,43,53.32,2
Apollo PG-MEDS8033,43,43,53.32,2
Apollo PG-MEDS8032,43,43,53.32,2
Apollo PG-MEDS8031,43,43,53.32,2
Apollo PG-MEDS8030,43,43,53.32,2
Apollo PG-MEDS8029,43,43,53.32,2
Apollo PG-MEDS8028,43,43,53.32,2
Apollo PG-MEDS8027,43,43,53.32,2
Apollo PG-MEDS8026,43,43,53.32,2
Apollo PG-MEDS8025,43,43,53.32,2
Apollo PG-MEDS8024,43,43,53.32,2
Apollo PG-MEDS8023,43,43,53.32,2
Apollo PG-MEDS8022,43,43,53.32,2
Apollo PG-MEDS8021,43,43,53.32,2
Apollo PG-MEDS8020,43,43,53.32,2
Apollo PG-MEDS8019,43,43,53.32,2
Apollo PG-MEDS8018,43,43,53.32,2
Apollo PG-MEDS8017,43,43,53.32,2
Apollo PG-MEDS8016,43,43,53.32,2
Apollo PG-MEDS8015,43,43,53.32,2
Apollo PG-MEDS8014,43,43,53.32,2
Apollo PG-MEDS8013,43,43,53.32,2
Apollo PG-MEDS8012,43,43,53.32,2
Apollo PG-MEDS8011,43,43,53.32,2
Apollo PG-MEDS8010,43,43,53.32,2
Apollo PG-MEDS8009,43,43,53.32,2
Apollo PG-MEDS8008,43,43,53.32,2
Apollo PG-MEDS8007,43,43,53.32,2
Apollo PG-MEDS8006,43,43,53.32,2
Apollo PG-MEDS8005,43,43,53.32,2
Apollo PG-MEDS8004,43,43,53.32,2
Apollo PG-MEDS8003,43,43,53.32,2
Apollo PG-MEDS8002,43,43,53.32,2
Apollo PG-MEDS8001,43,43,53.32,2
Apollo PG-MEDS8000,43,43,53.32,2
Apollo PG-MEDS2276,43,43,53.32,2
Apollo PG-MEDS2275,43,43,53.32,2
Apollo PG-MEDS2109,43,43,53.32,2
Apollo PG-MEDS1300,43,43,53.32,2
Apollo PG-MEDS1233,43,43,53.32,2
Apollo PG-MEDS1200,43,43,53.32,2
Apollo PG-MEDS1100,43,43,53.32,2
Apollo PG-MEDS1000,43,43,53.32,2
Apollo PG-ME9029,43,43,53.32,2
Apollo PG-ME9028,43,43,53.32,2
Apollo PG-ME9027,43,43,53.32,2
Apollo PG-ME9026,43,43,53.32,2
Apollo PG-ME9025,43,43,53.32,2
Apollo PG-ME9024,43,43,53.32,2
Apollo PG-ME9023,43,43,53.32,2
Apollo PG-ME9022,43,43,53.32,2
Apollo PG-ME9020,43,43,53.32,2
Apollo PG-ME9019,43,43,53.32,2
Apollo PG-ME9018,43,43,53.32,2
Apollo PG-ME9017,43,43,53.32,2
Apollo PG-ME9016,43,43,53.32,2
Apollo PG-ME9015,43,43,53.32,2
Apollo PG-ME9014,43,43,53.32,2
Apollo PG-ME9012,43,43,53.32,2
Apollo PG-ME9011,43,43,53.32,2
Apollo PG-ME9009,43,43,53.32,2
Apollo PG-ME9008,43,43,53.32,2
Apollo PG-ME9007,43,43,53.32,2
Apollo PG-ME9006,43,43,53.32,2
Apollo PG-ME9005,43,43,53.32,2
Apollo PG-ME9004,43,43,53.32,2
Apollo PG-ME9002,43,43,53.32,2
Apollo PG-ME9001,43,43,53.32,2
Apollo PG-ME9000,43,43,53.32,2
Apollo PG-ME7070,43,43,53.32,2
Apollo PG-ME7058,43,43,53.32,2
Apollo PG-ME7057,43,43,53.32,2
Apollo PG-ME7056,43,43,53.32,2
Apollo PG-ME7055,43,43,53.32,2
Apollo PG-ME7054,43,43,53.32,2
Apollo PG-ME7053,43,43,53.32,2
Apollo PG-ME7052,43,43,53.32,2
Apollo PG-ME7051,43,43,53.32,2
Apollo PG-ME7050,43,43,53.32,2
Apollo PG-ME7049,43,43,53.32,2
Apollo PG-ME7048,43,43,53.32,2
Apollo PG-ME7047,43,43,53.32,2
Apollo PG-ME7046,43,43,53.32,2
Apollo PG-ME7045-B,43,43,53.32,2
Apollo PG-ME7045-A,43,43,53.32,2
Apollo PG-ME7044,43,43,53.32,2
Apollo PG-ME7041,43,43,53.32,2
Apollo PG-ME7038,43,43,53.32,2
Apollo PG-ME7036,43,43,53.32,2
Apollo PG-ME7035,43,43,53.32,2
Apollo PG-ME7033-B,43,43,53.32,2
Apollo PG-ME7033-A,43,43,53.32,2
Apollo PG-ME7032-B,43,43,53.32,2
Apollo PG-ME7032-A,43,43,53.32,2
Apollo PG-ME7031-B,43,43,53.32,2
Apollo PG-ME7031-A,43,43,53.32,2
Apollo PG-ME7030-B,43,43,53.32,2
Apollo PG-ME7030-A,43,43,53.32,2
Apollo PG-ME7029-B,43,43,53.32,2
Apollo PG-ME7029-A,43,43,53.32,2
Apollo PG-ME7028-B,43,43,53.32,2
Apollo PG-ME7028-A,43,43,53.32,2
Apollo PG-ME7027-B,43,43,53.32,2
Apollo PG-ME7027-A,43,43,53.32,2
Apollo PG-ME7026-B,43,43,53.32,2
Apollo PG-ME7026-A,43,43,53.32,2
Apollo PG-ME7025-B,43,43,53.32,2
Apollo PG-ME7025-A,43,43,53.32,2
Apollo PG-ME7024-B,43,43,53.32,2
Apollo PG-ME7024-A,43,43,53.32,2
Apollo PG-ME7023-B,43,43,53.32,2
Apollo PG-ME7023-A,43,43,53.32,2
Apollo PG-ME7022-B,43,43,53.32,2
Apollo PG-ME7022-A,43,43,53.32,2
Apollo PG-ME7021,43,43,53.32,2
Apollo PG-ME7020,43,43,53.32,2
Apollo PG-ME7019,43,43,53.32,2
Apollo PG-ME7018,43,43,53.32,2
Apollo PG-ME7017,43,43,53.32,2
Apollo PG-ME7016,43,43,53.32,2
Apollo PG-ME7015,43,43,53.32,2
Apollo PG-ME7014,43,43,53.32,2
Apollo PG-ME7013,43,43,53.32,2
Apollo PG-ME7012,43,43,53.32,2
Apollo PG-ME7011,43,43,53.32,2
Apollo PG-ME7010,43,43,53.32,2
Apollo PG-ME7009,43,43,53.32,2
Apollo PG-ME7008,43,43,53.32,2
Apollo PG-ME7007,43,43,53.32,2
Apollo PG-ME7006,43,43,53.32,2
Apollo PG-ME7005,43,43,53.32,2
Apollo PG-ME7004,43,43,53.32,2
Apollo PG-ME7003,43,43,53.32,2
Apollo PG-ME7002,43,43,53.32,2
Apollo PG-ME7001,43,43,53.32,2
Apollo PG-ME6093,43,43,53.32,2
Apollo PG-ME6092,43,43,53.32,2
Apollo PG-ME6091,43,43,53.32,2
Apollo PG-ME6090,43,43,53.32,2
Apollo PG-ME6089,43,43,53.32,2
Apollo PG-ME6088,43,43,53.32,2
Apollo PG-ME6087,43,43,53.32,2
Apollo PG-ME6086,43,43,53.32,2
Apollo PG-ME6085,43,43,53.32,2
Apollo PG-ME6084,43,43,53.32,2
Apollo PG-ME6083,43,43,53.32,2
Apollo PG-ME6082,43,43,53.32,2
Apollo PG-ME6081,43,43,53.32,2
Apollo PG-ME6080,43,43,53.32,2
Apollo PG-ME6079,43,43,53.32,2
Apollo PG-ME6077,43,43,53.32,2
Apollo PG-ME6076,43,43,53.32,2
Apollo PG-ME6075,43,43,53.32,2
Apollo PG-ME6074,43,43,53.32,2
Apollo PG-ME6073,43,43,53.32,2
Apollo PG-ME6072,43,43,53.32,2
Apollo PG-ME6071,43,43,53.32,2
Apollo PG-ME6070,43,43,53.32,2
Apollo PG-ME6069,43,43,53.32,2
Apollo PG-ME6068,43,43,53.32,2
Apollo PG-ME6067,43,43,53.32,2
Apollo PG-ME6066,43,43,53.32,2
Apollo PG-ME6065,43,43,53.32,2
Apollo PG-ME6064,43,43,53.32,2
Apollo PG-ME6063,43,43,53.32,2
Apollo PG-ME6062,43,43,53.32,2
Apollo PG-ME6061,43,43,53.32,2
Apollo PG-ME6060,43,43,53.32,2
Apollo PG-ME6059,43,43,53.32,2
Apollo PG-ME6058,43,43,53.32,2
Apollo PG-ME6057,43,43,53.32,2
Apollo PG-ME6056,43,43,53.32,2
Apollo PG-ME6055,43,43,53.32,2
Apollo PG-ME6054,43,43,53.32,2
Apollo PG-ME6053,43,43,53.32,2
Apollo PG-ME6052,43,43,53.32,2
Apollo PG-ME6051,43,43,53.32,2
Apollo PG-ME6050,43,43,53.32,2
Apollo PG-ME6049,43,43,53.32,2
Apollo PG-ME6048,43,43,53.32,2
Apollo PG-ME6047,43,43,53.32,2
Apollo PG-ME6046,43,43,53.32,2
Apollo PG-ME6045,43,43,53.32,2
Apollo PG-ME6044,43,43,53.32,2
Apollo PG-ME6043,43,43,53.32,2
Apollo PG-ME6042,43,43,53.32,2
Apollo PG-ME6041,43,43,53.32,2
Apollo PG-ME6040,43,43,53.32,2
Apollo PG-ME6039,43,43,53.32,2
Apollo PG-ME6038,43,43,53.32,2
Apollo PG-ME6037,43,43,53.32,2
Apollo PG-ME6036,43,43,53.32,2
Apollo PG-ME6035,43,43,53.32,2
Apollo PG-ME6034,43,43,53.32,2
Apollo PG-ME6033,43,43,53.32,2
Apollo PG-ME6032,43,43,53.32,2
Apollo PG-ME6031,43,43,53.32,2
Apollo PG-ME6030,43,43,53.32,2
Apollo PG-ME6029,43,43,53.32,2
Apollo PG-ME6028,43,43,53.32,2
Apollo PG-ME6027,43,43,53.32,2
Apollo PG-ME6026,43,43,53.32,2
Apollo PG-ME6025,43,43,53.32,2
Apollo PG-ME6024,43,43,53.32,2
Apollo PG-ME6023,43,43,53.32,2
Apollo PG-ME6022,43,43,53.32,2
Apollo PG-ME6021,43,43,53.32,2
Apollo PG-ME6020,43,43,53.32,2
Apollo PG-ME6019,43,43,53.32,2
Apollo PG-ME6018,43,43,53.32,2
Apollo PG-ME6017,43,43,53.32,2
Apollo PG-ME6016,43,43,53.32,2
Apollo PG-ME6015,43,43,53.32,2
Apollo PG-ME6014,43,43,53.32,2
Apollo PG-ME6013,43,43,53.32,2
Apollo PG-ME6012,43,43,53.32,2
Apollo PG-ME6011,43,43,53.32,2
Apollo PG-ME6010,43,43,53.32,2
Apollo PG-ME6009,43,43,53.32,2
Apollo PG-ME6008,43,43,53.32,2
Apollo PG-ME6007,43,43,53.32,2
Apollo PG-ME6006,43,43,53.32,2
Apollo PG-ME6005,43,43,53.32,2
Apollo PG-ME6004,43,43,53.32,2
Apollo PG-ME6003,43,43,53.32,2
Apollo PG-ME6002,43,43,53.32,2
Apollo PG-ME6001,43,43,53.32,2
Apollo PG-ME6000,43,43,53.32,2
Apollo PG-ME4306,43,43,53.32,2
Apollo PG-ME4305,43,43,53.32,2
Apollo PG-ME4304,43,43,53.32,2
Apollo PG-ME4303,43,43,53.32,2
Apollo PG-ME4302,43,43,53.32,2
Apollo PG-ME4301,43,43,53.32,2
Apollo PG-ME4300,43,43,53.32,2
Apollo PG-ME4299,43,43,53.32,2
Apollo PG-ME4298,43,43,53.32,2
Apollo PG-ME4297,43,43,53.32,2
Apollo PG-ME4296,43,43,53.32,2
Apollo PG-ME4295,43,43,53.32,2
Apollo PG-ME4294,43,43,53.32,2
Apollo PG-ME4293,43,43,53.32,2
Apollo PG-ME4292,43,43,53.32,2
Apollo PG-ME4291,43,43,53.32,2
Apollo PG-ME4290,43,43,53.32,2
Apollo PG-ME4289,43,43,53.32,2
Apollo PG-ME4288,43,43,53.32,2
Apollo PG-ME4287,43,43,53.32,2
Apollo PG-ME4286,43,43,53.32,2
Apollo PG-ME4285,43,43,53.32,2
Apollo PG-ME4284,43,43,53.32,2
Apollo PG-ME4283,43,43,53.32,2
Apollo PG-ME4282,43,43,53.32,2
Apollo PG-ME4281,43,43,53.32,2
Apollo PG-ME4280,43,43,53.32,2
Apollo PG-ME4279,43,43,53.32,2
Apollo PG-ME4278,43,43,53.32,2
Apollo PG-ME4277,43,43,53.32,2
Apollo PG-ME4276,43,43,53.32,2
Apollo PG-ME4275,43,43,53.32,2
Apollo PG-ME4274,43,43,53.32,2
Apollo PG-ME4272,43,43,53.32,2
Apollo PG-ME4271,43,43,53.32,2
Apollo PG-ME4270,43,43,53.32,2
Apollo PG-ME4269,43,43,53.32,2
Apollo PG-ME4267,43,43,53.32,2
Apollo PG-ME4266,43,43,53.32,2
Apollo PG-ME4265,43,43,53.32,2
Apollo PG-ME4264,43,43,53.32,2
Apollo PG-ME4263,43,43,53.32,2
Apollo PG-ME4262,43,43,53.32,2
Apollo PG-ME4261,43,43,53.32,2
Apollo PG-ME4260,43,43,53.32,2
Apollo PG-ME4259,43,43,53.32,2
Apollo PG-ME4258,43,43,53.32,2
Apollo PG-ME4257,43,43,53.32,2
Apollo PG-ME4256,43,43,53.32,2
Apollo PG-ME4255,43,43,53.32,2
Apollo PG-ME4254,43,43,53.32,2
Apollo PG-ME4252,43,43,53.32,2
Apollo PG-ME4251,43,43,53.32,2
Apollo PG-ME4250,43,43,53.32,2
Apollo PG-ME4249,43,43,53.32,2
Apollo PG-ME4248,43,43,53.32,2
Apollo PG-ME4247,43,43,53.32,2
Apollo PG-ME4246,43,43,53.32,2
Apollo PG-ME4245,43,43,53.32,2
Apollo PG-ME4244,43,43,53.32,2
Apollo PG-ME4243,43,43,53.32,2
Apollo PG-ME4242,43,43,53.32,2
Apollo PG-ME4241,43,43,53.32,2
Apollo PG-ME4240,43,43,53.32,2
Apollo PG-ME4239,43,43,53.32,2
Apollo PG-ME4238,43,43,53.32,2
Apollo PG-ME4237,43,43,53.32,2
Apollo PG-ME4236,43,43,53.32,2
Apollo PG-ME4235,43,43,53.32,2
Apollo PG-ME4234,43,43,53.32,2
Apollo PG-ME4233,43,43,53.32,2
Apollo PG-ME4232,43,43,53.32,2
Apollo PG-ME4231,43,43,53.32,2
Apollo PG-ME4230,43,43,53.32,2
Apollo PG-ME4229,43,43,53.32,2
Apollo PG-ME4228,43,43,53.32,2
Apollo PG-ME4227,43,43,53.32,2
Apollo PG-ME4226,43,43,53.32,2
Apollo PG-ME4225,43,43,53.32,2
Apollo PG-ME4224,43,43,53.32,2
Apollo PG-ME4223,43,43,53.32,2
Apollo PG-ME4222,43,43,53.32,2
Apollo PG-ME4221,43,43,53.32,2
Apollo PG-ME4220,43,43,53.32,2
Apollo PG-ME4219,43,43,53.32,2
Apollo PG-ME4218,43,43,53.32,2
Apollo PG-ME4217,43,43,53.32,2
Apollo PG-ME4216,43,43,53.32,2
Apollo PG-ME4214,43,43,53.32,2
Apollo PG-ME4213,43,43,53.32,2
Apollo PG-ME4212,43,43,53.32,2
Apollo PG-ME4211,43,43,53.32,2
Apollo PG-ME4210,43,43,53.32,2
Apollo PG-ME4209,43,43,53.32,2
Apollo PG-ME4208,43,43,53.32,2
Apollo PG-ME4207,43,43,53.32,2
Apollo PG-ME4206,43,43,53.32,2
Apollo PG-ME4205,43,43,53.32,2
Apollo PG-ME4204,43,43,53.32,2
Apollo PG-ME4203,43,43,53.32,2
Apollo PG-ME4202,43,43,53.32,2
Apollo PG-ME4201,43,43,53.32,2
Apollo PG-ME4200,43,43,53.32,2
Apollo PG-ME4199,43,43,53.32,2
Apollo PG-ME4198,43,43,53.32,2
Apollo PG-ME4197,43,43,53.32,2
Apollo PG-ME4196,43,43,53.32,2
Apollo PG-ME4195,43,43,53.32,2
Apollo PG-ME4194,43,43,53.32,2
Apollo PG-ME4193,43,43,53.32,2
Apollo PG-ME4192,43,43,53.32,2
Apollo PG-ME4191,43,43,53.32,2
Apollo PG-ME4190,43,43,53.32,2
Apollo PG-ME4157,43,43,53.32,2
Apollo PG-ME4156,43,43,53.32,2
Apollo PG-ME4155,43,43,53.32,2
Apollo PG-ME4154,43,43,53.32,2
Apollo PG-ME4153,43,43,53.32,2
Apollo PG-ME4152,43,43,53.32,2
Apollo PG-ME4151,43,43,53.32,2
Apollo PG-ME4150,43,43,53.32,2
Apollo PG-ME4149,43,43,53.32,2
Apollo PG-ME4148,43,43,53.32,2
Apollo PG-ME4147,43,43,53.32,2
Apollo PG-ME4146,43,43,53.32,2
Apollo PG-ME4145,43,43,53.32,2
Apollo PG-ME4144,43,43,53.32,2
Apollo PG-ME4143,43,43,53.32,2
Apollo PG-ME4142,43,43,53.32,2
Apollo PG-ME4141,43,43,53.32,2
Apollo PG-ME4140,43,43,53.32,2
Apollo PG-ME4139,43,43,53.32,2
Apollo PG-ME4138,43,43,53.32,2
Apollo PG-ME4137,43,43,53.32,2
Apollo PG-ME4136,43,43,53.32,2
Apollo PG-ME4135,43,43,53.32,2
Apollo PG-ME4134,43,43,53.32,2
Apollo PG-ME4133,43,43,53.32,2
Apollo PG-ME4132,43,43,53.32,2
Apollo PG-ME4131,43,43,53.32,2
Apollo PG-ME4130,43,43,53.32,2
Apollo PG-ME4129,43,43,53.32,2
Apollo PG-ME4128,43,43,53.32,2
Apollo PG-ME4127,43,43,53.32,2
Apollo PG-ME4126,43,43,53.32,2
Apollo PG-ME4125,43,43,53.32,2
Apollo PG-ME4124,43,43,53.32,2
Apollo PG-ME4123,43,43,53.32,2
Apollo PG-ME4122,43,43,53.32,2
Apollo PG-ME4121,43,43,53.32,2
Apollo PG-ME4120,43,43,53.32,2
Apollo PG-ME4119,43,43,53.32,2
Apollo PG-ME4118,43,43,53.32,2
Apollo PG-ME4117,43,43,53.32,2
Apollo PG-ME4116,43,43,53.32,2
Apollo PG-ME4115,43,43,53.32,2
Apollo PG-ME4114,43,43,53.32,2
Apollo PG-ME4113,43,43,53.32,2
Apollo PG-ME4112,43,43,53.32,2
Apollo PG-ME4111,43,43,53.32,2
Apollo PG-ME4110,43,43,53.32,2
Apollo PG-ME4109,43,43,53.32,2
Apollo PG-ME4108,43,43,53.32,2
Apollo PG-ME4107,43,43,53.32,2
Apollo PG-ME4106,43,43,53.32,2
Apollo PG-ME4105,43,43,53.32,2
Apollo PG-ME4104,43,43,53.32,2
Apollo PG-ME4103,43,43,53.32,2
Apollo PG-ME4102,43,43,53.32,2
Apollo PG-ME4101,43,43,53.32,2
Apollo PG-ME4100,43,43,53.32,2
Apollo PG-ME4099,43,43,53.32,2
Apollo PG-ME4098,43,43,53.32,2
Apollo PG-ME4097,43,43,53.32,2
Apollo PG-ME4096,43,43,53.32,2
Apollo PG-ME4095,43,43,53.32,2
Apollo PG-ME4094,43,43,53.32,2
Apollo PG-ME4093,43,43,53.32,2
Apollo PG-ME4092,43,43,53.32,2
Apollo PG-ME4091,43,43,53.32,2
Apollo PG-ME4090,43,43,53.32,2
Apollo PG-ME4089,43,43,53.32,2
Apollo PG-ME4088,43,43,53.32,2
Apollo PG-ME4087,43,43,53.32,2
Apollo PG-ME4086,43,43,53.32,2
Apollo PG-ME4085,43,43,53.32,2
Apollo PG-ME4084,43,43,53.32,2
Apollo PG-ME4083,43,43,53.32,2
Apollo PG-ME4082,43,43,53.32,2
Apollo PG-ME4081-C,43,43,53.32,2
Apollo PG-ME4081-B,43,43,53.32,2
Apollo PG-ME4081-A,43,43,53.32,2
